"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000183454",9.18267898679905,-3.62815403759568,1.1805190962448,0.00047207972169626,0.00665000489854022
"ENSG00000184602",6.03180087929457,-3.62709760419229,1.50891941758161,0.00443392682054609,0.0356507644132897
"ENSG00000034053",6.03180087929457,-3.62709760419229,1.50891941758161,0.00443392682054609,0.0356507644132897
"ENSG00000151150",12.0401924434352,-3.62649239662207,0.970803585756514,4.4508644612364e-05,0.00103410344430544
"ENSG00000096696",6.81057832827598,3.62358452159367,1.4575705025618,0.00413852199931984,0.0336181007898362
"ENSG00000139329",6.81032690829727,3.62353594284253,1.45756732398886,0.00413884108382416,0.0336181007898362
"ENSG00000204681",18.0212362760754,-3.62183541503595,0.772971782327026,6.44998605158856e-07,3.29686429894055e-05
"ENSG00000196876",6.02952190166953,-3.61924679645128,1.51515641882132,0.00452905934368394,0.0361735470947204
"ENSG00000126803",6.02977332164824,-3.6190265523836,1.51515031682457,0.00452927587994263,0.0361735470947204
"ENSG00000105605",3.17403600267967,-3.61152573762732,2.87404561048487,0.00556029049743095,0.0414473320829332
"ENSG00000242173",3.17403600267967,-3.61152573762732,2.87404561048487,0.00556029049743095,0.0414473320829332
"ENSG00000185742",3.17403600267967,-3.61152573762732,2.87404561048487,0.00556029049743095,0.0414473320829332
"ENSG00000164434",3.17403600267967,-3.61152573762732,2.87404561048487,0.00556029049743095,0.0414473320829332
"ENSG00000167191",14.9118826057791,-3.6084193957549,0.857250228278663,5.9033682364707e-06,0.000194521111945991
"ENSG00000167971",3.1649200921795,-3.60192070080091,2.8768583096636,0.0056198412630819,0.0416496429013619
"ENSG00000130643",3.1649200921795,-3.60192070080091,2.8768583096636,0.0056198412630819,0.0416496429013619
"ENSG00000137726",3.1649200921795,-3.60192070080091,2.8768583096636,0.0056198412630819,0.0416496429013619
"ENSG00000147488",3.1649200921795,-3.60192070080091,2.8768583096636,0.0056198412630819,0.0416496429013619
"ENSG00000197457",8.8964026887846,-3.58834064282639,1.16755467519874,0.000491545789976038,0.00685672840754098
"ENSG00000198668",97.0400937654958,-3.58423360575254,0.328242847280802,1.88148463976864e-28,1.68298801027305e-25
"ENSG00000041982",10.0080057420062,3.56223194051727,1.12919748553957,0.000435800187544609,0.00632573253969417
"ENSG00000166446",3.17631498030471,-3.56009206908615,2.9132615945731,0.00593904691558077,0.0436791569659774
"ENSG00000152402",3.17631498030471,-3.56009206908615,2.9132615945731,0.00593904691558077,0.0436791569659774
"ENSG00000118137",3.38674757368592,3.5530648868307,2.72110182906964,0.00536235690698388,0.0405892450014548
"ENSG00000118193",3.38674757368592,3.5530648868307,2.72110182906964,0.00536235690698388,0.0405892450014548
"ENSG00000180573",3.3864961537072,3.55284539383881,2.72114704338679,0.00536375380354456,0.0405892450014548
"ENSG00000026508",16.6373579430951,3.55209465927941,0.832873062160401,5.25733147995282e-06,0.000176626591880481
"ENSG00000187730",3.16264111455446,-3.54504503787133,2.91798513444916,0.00603431804135744,0.0441981370562475
"ENSG00000136928",8.63822838220678,-3.54189508995489,1.16286695967351,0.00054359374283185,0.00730611439526256
"ENSG00000087586",3.38699899366463,3.54146787810508,2.72915534582875,0.0054541807306212,0.0409011771920455
"ENSG00000091428",8.64278633745687,-3.54123622677167,1.16419086173256,0.000548249541206722,0.00734695452598371
"ENSG00000101057",3.38624473372849,3.54080196992279,2.72929625009929,0.00545844385388533,0.0409011771920455
"ENSG00000122952",3.38624473372849,3.54080196992279,2.72929625009929,0.00545844385388533,0.0409011771920455
"ENSG00000211747",3.38624473372849,3.54080196992279,2.72929625009929,0.00545844385388533,0.0409011771920455
"ENSG00000135046",6.5859511250837,3.53378393714067,1.47955020721249,0.00492613118677247,0.0389088242522558
"ENSG00000171033",5.77362657271676,-3.53296306673116,1.5201473932739,0.00520405488885541,0.0405892450014548
"ENSG00000054356",5.76906861746667,-3.52865700626277,1.5228586718711,0.00525714177738952,0.0405892450014548
"ENSG00000128683",5.76906861746667,-3.52865700626277,1.5228586718711,0.00525714177738952,0.0405892450014548
"ENSG00000148082",8.62911247170662,-3.52763669806783,1.1757003402676,0.000603077663901309,0.00799189585718105
"ENSG00000206557",3.38725041364335,3.5170277734045,2.74611387436304,0.00564772211745806,0.0417943117606307
"ENSG00000198918",9.7869146163325,3.51684046830438,1.13372895638665,0.00050502629221274,0.00697158884325908
"ENSG00000008710",16.9698043888064,-3.51620395219104,0.783042457671228,1.54747289879706e-06,6.40099194438831e-05
"ENSG00000138814",22.4453916564587,-3.50653827318661,0.668463525086241,3.39452029993432e-08,2.66936123805824e-06
"ENSG00000073969",16.7111272422712,-3.49316382394511,0.780004922792823,1.65853289124449e-06,6.74344396008271e-05
"ENSG00000089486",8.37068674515009,-3.47738112289065,1.17321279968556,0.000680212062320383,0.0086921384249369
"ENSG00000240694",13.8513348080099,-3.46987163448717,0.878277343781208,1.61774602324882e-05,0.000455771281195613
"ENSG00000251322",8.37043532517137,-3.46970299795797,1.18086373936393,0.000720286791808866,0.00913895794713519
"ENSG00000133816",8.36865918750376,-3.46538952918959,1.1844521155285,0.000740342630661902,0.00932727441024044
"ENSG00000069424",10.9748352704373,-3.45606007529604,0.988496160798815,0.000102327203606193,0.00200227995194039
"ENSG00000188191",10.9652165199797,-3.43537898659272,1.0105142425514,0.000134979363996276,0.00245779218513321
"ENSG00000198934",5.50811249330639,-3.42515372357154,1.53779256148495,0.00624847310951208,0.045397242260793
"ENSG00000172260",5.5083639132851,-3.42492005298736,1.53778444569217,0.00624878194897724,0.045397242260793
"ENSG00000085433",5.50355453805631,-3.41655716683429,1.54393490616416,0.00637203082327081,0.0460611955976669
"ENSG00000072832",5.50380595803502,-3.41631868272168,1.54392692404733,0.00637235657374096,0.0460611955976669
"ENSG00000164031",8.10770306334348,-3.41451224521389,1.18048235324354,0.000829090288361281,0.0101245223609442
"ENSG00000083444",12.3058700696025,3.41386039327631,0.959171962491967,9.20353444664801e-05,0.00185001383427565
"ENSG00000205269",5.51494942618151,-3.40992916599306,1.55173983706074,0.00648748492725196,0.0468110902622394
"ENSG00000166974",13.3200552292105,-3.40745848092373,0.875502574555566,2.08216351785068e-05,0.000553901938057229
"ENSG00000117020",8.11428857623989,-3.4072668306642,1.18867060616844,0.000876624623330397,0.0105608178527817
"ENSG00000145284",15.9312921073515,-3.40386819255731,0.793930380672772,3.72449797919231e-06,0.000133262537695501
"ENSG00000013306",6.13515580319364,3.39155326331901,1.48910171144981,0.0062139675477571,0.0452822319467921
"ENSG00000110931",18.2494157546029,-3.3786631961307,0.728704875305597,7.32988688885118e-07,3.64427724088615e-05
"ENSG00000050165",20.857367975204,-3.37739136084781,0.684053566566044,1.59295137492069e-07,1.06534205971331e-05
"ENSG00000119969",6.13641290308721,3.37414928855076,1.5037229032788,0.00648918411684482,0.0468110902622394
"ENSG00000026025",47.5374121821558,3.35183817041487,0.465849084040823,1.3742034052934e-13,4.27556502968678e-11
"ENSG00000106278",7.84699835916191,-3.34972004855867,1.18779730460896,0.00100987799222983,0.0119845554102764
"ENSG00000149294",17.9821255375249,-3.34967697846183,0.735403328161278,1.05158968658685e-06,4.79310560332196e-05
"ENSG00000054690",7.85155631441199,-3.34712441621128,1.19098854083954,0.00103032513476924,0.0122049727897423
"ENSG00000155660",11.854571907755,3.34383522261468,0.966998734757659,0.000129374095968545,0.00237995123586352
"ENSG00000176749",7.84218898393311,-3.33674032259494,1.19962759451564,0.00109710916630317,0.0128914830772832
"ENSG00000075043",7.85358387205832,-3.33407799788707,1.20395250799929,0.00112385894700356,0.0131410696482966
"ENSG00000006468",12.7877537726796,-3.3332157262648,0.882825928625065,3.23505955457905e-05,0.000797185176872216
"ENSG00000070756",58.5267061692821,3.32874043025446,0.415703407538858,2.58382518028572e-16,1.15561581188279e-13
"ENSG00000092964",37.754530719891,-3.3274721271118,0.497865377921263,4.53804492320665e-12,9.55124984425494e-10
"ENSG00000109472",45.0415117720967,-3.32135612245764,0.451263980843807,3.61827488411569e-14,1.23297024146342e-11
"ENSG00000142875",20.0625856768239,-3.31299361562608,0.685155957469612,2.65955950064107e-07,1.51046093544345e-05
"ENSG00000088367",12.5199607156441,-3.29587384688236,0.885301643076922,3.95177672352243e-05,0.000936387888527368
"ENSG00000120885",80.9074329102483,-3.29156686489554,0.338855986282951,4.90578951986376e-23,2.50755927172465e-20
"ENSG00000100321",17.441981468204,-3.28354407182621,0.757808467822118,2.69882267535445e-06,0.000102127776924786
"ENSG00000019505",7.57945672210521,-3.27703604983532,1.19921307944077,0.00126794277336516,0.0142726264376091
"ENSG00000173258",7.57945672210521,-3.27703604983532,1.19921307944077,0.00126794277336516,0.0142726264376091
"ENSG00000171617",17.210903473148,-3.27337666885006,0.740309199138243,1.92434287015514e-06,7.65033198823899e-05
"ENSG00000170500",7.5792053021265,-3.26730922773367,1.20849907527533,0.00134685156133202,0.014942743833941
"ENSG00000169554",9.92037014560706,-3.26369624241892,1.01117994439106,0.000246594583714051,0.00393890812736104
"ENSG00000099365",7.59313058785546,-3.26245087259769,1.21509879974131,0.00139648957564523,0.0153742760051034
"ENSG00000224531",7.59313058785546,-3.26245087259769,1.21509879974131,0.00139648957564523,0.0153742760051034
"ENSG00000136960",9.91834258796073,-3.26232546736586,1.0122239155606,0.00024972620619841,0.0039754490173385
"ENSG00000105202",8.42998689322883,3.22893143578658,1.16322754942628,0.00125333636998556,0.0142726264376091
"ENSG00000134769",14.3303488202827,-3.21811644269299,0.807301420881251,1.30776866762977e-05,0.000377354539740269
"ENSG00000152377",30.7276186351468,-3.21468814491069,0.550042207104593,9.26418737900217e-10,1.10490874806899e-07
"ENSG00000245532",45.9959574765086,3.19924036178273,0.455997059968634,4.92257051323725e-13,1.21468671009399e-10
"ENSG00000156482",10.9512213241239,3.19438639259992,0.982678704180425,0.00025464249714305,0.00402256448025534
"ENSG00000143153",37.179063409517,-3.19423991846525,0.490996556305677,1.44196118897634e-11,2.8662984078652e-09
"ENSG00000181019",10.9522432018554,3.18686780113523,0.989819121332545,0.000276097129226028,0.00431386693611672
"ENSG00000075340",7.33014690604885,-3.18207452865021,1.23151549051598,0.00178965866358537,0.018453598554203
"ENSG00000112378",8.20534349221994,3.16948922430376,1.17402115966767,0.00151753356313693,0.0164040335012203
"ENSG00000185565",11.7244241573279,-3.16707973062768,0.906148054390838,8.8298496814386e-05,0.0017849266757168
"ENSG00000141756",8.2013045747439,3.15697074259528,1.18662453332701,0.00164572132059799,0.0174728067090777
"ENSG00000088179",9.39693317959759,-3.1556136501144,1.02628977416374,0.000395373692725676,0.00580963890173498
"ENSG00000120708",8.2078738898237,3.15491926670796,1.18668277584534,0.00164562151393322,0.0174728067090777
"ENSG00000142173",10.724817983264,3.15298321844433,0.988581483856674,0.000308141844576724,0.0047320985882119
"ENSG00000139112",9.39187238439008,-3.1448545731419,1.03699201414837,0.000440966866822555,0.00637486646259031
"ENSG00000078114",13.8205857200235,-3.14233947617619,0.825089258914452,2.55909551923854e-05,0.000663510417959093
"ENSG00000169908",18.2961124687605,3.12320572389556,0.731023891955599,4.04069563406028e-06,0.000141741264496742
"ENSG00000155849",7.06260526899216,-3.11617328777741,1.23118463612594,0.00207938591832644,0.0208989966735169
"ENSG00000224078",35.3397023545596,-3.11191796149263,0.489962004782795,4.03408561835421e-11,7.21697917123568e-09
"ENSG00000089157",40.9953649730348,3.10565039641467,0.476874376080124,1.53167981354725e-11,2.96235155290382e-09
"ENSG00000165434",7.06716322424224,-3.09545724197954,1.25061390254783,0.00231659297361105,0.022709639265884
"ENSG00000132535",9.12255460966577,-3.09323825911585,1.03805234036099,0.000522951769597648,0.00707418310631525
"ENSG00000132471",13.2758836954525,-3.07364570734086,0.826898683805265,3.68411052076655e-05,0.000893677792766285
"ENSG00000198794",13.2849996059527,-3.07198944778408,0.829921359211105,3.87776558236547e-05,0.000928105399023191
"ENSG00000105810",10.2760502190203,3.07005531808188,0.996789528857523,0.000432946128103161,0.00629707823720776
"ENSG00000109654",21.5792410116694,-3.06007306850895,0.625059354049545,1.84798924493882e-07,1.14001819282605e-05
"ENSG00000091136",12.5718869889703,3.04287151308426,0.881733139975241,0.000115505152932243,0.00215248665203941
"ENSG00000173898",8.8618499054842,-3.0389329647922,1.04163602492302,0.000634001071755568,0.00827903589321688
"ENSG00000133169",6.79025425670666,-3.03394476867221,1.24213529859641,0.00258954099852693,0.0243185766213369
"ENSG00000143248",8.8729933736307,-3.03359264147126,1.04873690324379,0.000673101848617849,0.00863210901202389
"ENSG00000173786",27.0086291879174,-3.00299519713393,0.5499652312484,8.88681104466201e-09,8.52632207298339e-07
"ENSG00000107331",27.0063502102924,-3.00285205065834,0.550042108476336,8.9361955767713e-09,8.52632207298339e-07
"ENSG00000220205",12.7504191717967,-3.00264377992901,0.829389125794353,5.35939396139005e-05,0.00120458603071324
"ENSG00000076864",8.60342417892767,-2.97916132506366,1.04914202118002,0.000796414093108238,0.00980918975952246
"ENSG00000137309",12.1150251919579,2.9650043219345,0.900146604702039,0.00019347746504564,0.00325770527027435
"ENSG00000162244",17.0843333718546,2.96135382820873,1.49523251878943,0.00342243828218428,0.0301984813160428
"ENSG00000112290",6.53207995012885,-2.95249409631411,1.25125338411653,0.00317373201542373,0.0284245635824433
"ENSG00000160145",6.52727057490005,-2.94578535851287,1.25642790127229,0.00326661771859586,0.0290745228784477
"ENSG00000137941",6.53005239248252,-2.94296302381424,1.25896095337964,0.00330622190309584,0.0293176256983319
"ENSG00000008277",10.4112818859625,-2.94207797496488,0.929479201553394,0.000272032724454054,0.00427838720042463
"ENSG00000197747",9.59885155627033,2.93490260313695,1.01313867880799,0.000748696316237122,0.00941594172054982
"ENSG00000139998",6.51865750435732,-2.92564180530955,1.27184277888336,0.00354736493167055,0.0307323770593638
"ENSG00000198053",12.2153358976833,-2.91878807952055,0.842036301309249,9.32077029485537e-05,0.00186833143501359
"ENSG00000008086",6.53688932535765,-2.91664239324605,1.28282121006748,0.00371250418212213,0.0315144483122965
"ENSG00000140988",32.1082810606314,2.91444457718472,0.522757039908012,4.95687900384902e-09,5.21638619875641e-07
"ENSG00000136854",37.3257367534036,-2.91361481644075,0.467182920147005,8.01602051209434e-11,1.33401494847784e-08
"ENSG00000177432",6.51637852673228,-2.91247333014956,1.28268421828676,0.00374588889813808,0.0317225810119244
"ENSG00000179456",14.0350913328007,-2.90503962728782,0.773910700097806,3.11167708233248e-05,0.000775859275302133
"ENSG00000231500",49.7935186156603,2.90196405268963,0.416983274640123,6.87184887822089e-13,1.59986936934889e-10
"ENSG00000135318",11.665503167778,2.90142512668951,0.89689415197724,0.000240964128899115,0.00385758234094422
"ENSG00000105372",24.995859731977,2.89083682514811,0.592616057650903,2.13136466223421e-07,1.271003793579e-05
"ENSG00000163539",21.5305115226613,-2.89073741623591,0.610476829936943,3.98226406526557e-07,2.17534974435423e-05
"ENSG00000062716",24.9872304636177,2.89068979267996,0.595362204640383,2.38381872151745e-07,1.38687859928283e-05
"ENSG00000162545",17.6692899878493,-2.87697265209759,0.688723085612283,5.15500716782243e-06,0.000174005807985553
"ENSG00000182481",13.7412706897859,2.87600916798667,0.815314535258795,8.23164816149036e-05,0.00169691349207438
"ENSG00000184205",11.9617195463556,-2.87437320727418,0.850970081722387,0.00012645246185495,0.00233822691740057
"ENSG00000198853",6.26453831307216,-2.86674242291941,1.2592752195612,0.00389039879197676,0.0322601099934426
"ENSG00000101210",21.2546082350406,-2.85770610587277,0.627962379679381,9.24491801126806e-07,4.35241008477857e-05
"ENSG00000221890",6.2620079154684,-2.85219783200432,1.27136131493054,0.00413105981264406,0.0336181007898362
"ENSG00000181163",33.0393474946878,2.84515310473196,0.513975752977817,6.089934226299e-09,6.22565276048509e-07
"ENSG00000113742",9.88531452234924,-2.83825864543958,0.943592194749647,0.000449299692498402,0.00646919235315606
"ENSG00000152495",11.682531601195,-2.8266899270398,0.859522179589688,0.000171452108342016,0.00297072950918999
"ENSG00000189056",15.0522218567481,-2.79652738615575,0.732699523132152,2.38316369922631e-05,0.000622405818673849
"ENSG00000185624",17.1963533723198,2.77684321218064,0.711980275421072,1.86181437247828e-05,0.000514407090712531
"ENSG00000110092",8.92393187114541,2.7712868883567,1.04526691302459,0.0014674936646487,0.0160082083296129
"ENSG00000171603",32.6438094052705,-2.77026440743692,0.494697832155866,3.76113075180645e-09,4.07797752423136e-07
"ENSG00000105767",6.00155463126555,-2.76630592164951,1.27669950201448,0.00498392594951104,0.0392786058311685
"ENSG00000168216",5.99471769839042,-2.76479308827651,1.27667342508324,0.00500016862876677,0.039363263704571
"ENSG00000118705",23.1891423668982,2.76343030179327,0.594798474334566,6.83300602256256e-07,3.46787170903955e-05
"ENSG00000139190",5.99243872076538,-2.75724792546392,1.28247439949108,0.00514054450221655,0.0401716640482047
"ENSG00000121671",5.99902423366179,-2.75173198133274,1.28840384425281,0.00526247030467128,0.0405892450014548
"ENSG00000144711",11.1631497504781,-2.74722415172485,0.859591207854897,0.000240338609064439,0.00385619526113257
"ENSG00000131507",25.1126798333454,-2.74662443104612,0.551444525183356,1.14494852640145e-07,7.95461325721243e-06
"ENSG00000135862",10.7654372416868,2.74456185882205,0.913512015794069,0.000507573754519002,0.00697158884325908
"ENSG00000105974",10.7674647993331,2.74146511041472,0.915980610422362,0.000522716692898899,0.00707418310631525
"ENSG00000078053",5.99269014074409,-2.73849259235737,1.2976386692634,0.00550298960077081,0.0411918342919623
"ENSG00000128245",26.6714791443025,-2.7355904972395,0.530951731421836,4.69955845492477e-08,3.61613336596147e-06
"ENSG00000138078",24.8600853597491,-2.7274755167672,0.554701714737468,1.58004046712448e-07,1.06534205971331e-05
"ENSG00000272398",6.62429140588143,2.71870351497276,1.2290239263529,0.00501449493888948,0.0393893806615732
"ENSG00000173473",6.62429140588143,2.71870351497276,1.2290239263529,0.00501449493888948,0.0393893806615732
"ENSG00000124766",6.62631896352775,2.70297776467483,1.24106142589876,0.00531417286997995,0.0405892450014548
"ENSG00000104341",8.46782433406912,2.67958023259811,1.04541371224923,0.00192145776825733,0.0196147671749635
"ENSG00000101079",12.4498494691285,-2.67725360181987,0.799430989659934,0.000140329970111483,0.00252451458496621
"ENSG00000030582",8.46681865415426,2.67430600392507,1.05036428552352,0.00199575179925103,0.0201992516680691
"ENSG00000196628",12.438706000982,-2.67320465592205,0.802715973153542,0.000149061823637247,0.00266053619945518
"ENSG00000151552",12.4389574209607,-2.67059078755844,0.805632519784861,0.000156387757010829,0.00277560659850929
"ENSG00000012822",9.09180552167932,-2.66837972523568,0.965938784670113,0.000952024496369946,0.0113734345509572
"ENSG00000125730",18.1395689544376,2.66723857188407,0.676587142662598,1.5666659824895e-05,0.000446655847438042
"ENSG00000178538",5.73401299420885,-2.66391828895031,1.29038168678417,0.00628554745759561,0.045571811151524
"ENSG00000132563",5.73629197183389,-2.6625093445944,1.29195355462153,0.00632105200694744,0.0457828422689432
"ENSG00000138834",13.988389401439,-2.66082870829752,0.744867118898197,6.20927437873034e-05,0.0013303463309639
"ENSG00000144381",39.3425763623707,2.65545943650899,0.454645279125574,1.01873445241041e-09,1.19509241663096e-07
"ENSG00000082397",12.4336452057745,-2.65400296466907,0.82416497916462,0.000210035097793233,0.00350352251703585
"ENSG00000090238",5.73148259660509,-2.64164387328935,1.30792704375413,0.00677924760454576,0.04885427578865
"ENSG00000189241",17.0910408598928,-2.63222244120027,0.672159234409387,1.57371756157201e-05,0.000446885828198782
"ENSG00000111897",39.5326108579426,-2.63098344754989,0.541770229736878,1.73041822232701e-07,1.09582945123646e-05
"ENSG00000080503",7.28394781464453,-2.62675992393159,1.09942896127961,0.00273506516774037,0.0253853778733464
"ENSG00000001461",7.2768594617907,-2.62577450634988,1.0993333965733,0.00274256733229469,0.0253933227691746
"ENSG00000151320",7.27711088176941,-2.62562478023137,1.09933761187616,0.00274301823652487,0.0253933227691746
"ENSG00000164951",7.27458048416565,-2.6206468932491,1.10352106923095,0.00282429606063377,0.0260782743353487
"ENSG00000107863",15.2705311648393,-2.61513713767149,0.70505309403324,3.67487307171943e-05,0.000893677792766285
"ENSG00000106665",7.28419923462325,-2.60502066059841,1.11851835406826,0.00310363428297086,0.0281588316144045
"ENSG00000020129",19.9155262509175,-2.60031565949555,0.604949016917052,3.13485577009383e-06,0.000114454223932609
"ENSG00000122406",46.7469543231505,2.57650820585099,0.407709019755786,5.30628925330493e-11,9.26141607235367e-09
"ENSG00000158710",9.86208665805565,2.57010492991197,0.932674284205023,0.00109027688214675,0.0128534124689327
"ENSG00000134333",75.8028236404952,2.56530964108931,0.326363125987234,7.63427101645712e-16,2.87530754704038e-13
"ENSG00000198755",20.7090300343833,2.55362887344955,0.61782725200803,7.01490848117262e-06,0.00022510621117162
"ENSG00000109107",20.9397451277187,-2.54955564979979,0.586756363973303,2.54435117543428e-06,9.7365652467421e-05
"ENSG00000203879",22.4757546624254,-2.54951365561396,0.563598038488727,1.11997736372093e-06,5.07250507264998e-05
"ENSG00000225783",8.56381060041977,-2.54937716359605,0.976985499150429,0.00150394152546856,0.0162840258206825
"ENSG00000060138",8.01374435463916,2.54845502450408,1.07526629661864,0.00313644668452764,0.0282271636834346
"ENSG00000112186",8.55925264516969,-2.54710874000973,0.978499683440915,0.00152825661682609,0.0164701872741077
"ENSG00000122884",8.01704520999567,2.54416755086324,1.07695358970511,0.00318103749072625,0.0284543803545463
"ENSG00000168785",8.56811713569114,-2.53876984958719,0.987857387890098,0.00165269554695637,0.0174728067090777
"ENSG00000078902",8.55722508752336,-2.53698025416037,0.987681505192895,0.00166049488947511,0.0175000021046891
"ENSG00000060982",11.478713405426,2.53335382559063,0.848365546195283,0.000532733277329392,0.00717935844174977
"ENSG00000128050",13.3288318465101,2.53189706465923,0.789612820803255,0.000251037749043916,0.00398320650145956
"ENSG00000011304",11.4832713606761,2.52583518409831,0.855641695681034,0.000584959321093721,0.00776617607003093
"ENSG00000100605",7.01362436000537,-2.52298722928179,1.12973566647126,0.00396769781323134,0.0326354546568776
"ENSG00000145349",8.55975548512711,-2.51834345619407,1.00535126676977,0.00193030721841862,0.0196578871909992
"ENSG00000234741",14.9472185337315,2.51813673184673,0.728772378296911,0.000106550608133898,0.00205372170746303
"ENSG00000247556",40.2607174861962,-2.50788911685298,0.427304868758188,8.03512843781595e-10,9.74565747474762e-08
"ENSG00000197958",25.3319878978605,2.50056025406013,0.543601840803578,8.6171872372304e-07,4.11713213350455e-05
"ENSG00000128595",21.6431459038175,2.48697939610552,0.588486038012684,4.82537556557311e-06,0.000163651125816309
"ENSG00000131504",7.79137993125531,2.48688067620896,1.08205194337587,0.0037757801615838,0.0318250681228429
"ENSG00000099864",8.30513345388452,-2.46934503353796,0.999585571973114,0.00217884610081515,0.0217156304978179
"ENSG00000135821",58.259918304949,-2.45793944554173,0.353773289067838,6.9306806106506e-13,1.59986936934889e-10
"ENSG00000109189",6.75798045103131,-2.45405418050848,1.12833307819956,0.004681009652627,0.0372606285586194
"ENSG00000136240",14.4893510568042,2.45236707891933,0.743352029241775,0.000184751082600805,0.00317807391127731
"ENSG00000145675",6.7465855629061,-2.45193295016781,1.1281903190883,0.00470560620788411,0.0373732719463027
"ENSG00000132646",11.0291913812462,2.45039784814316,0.86007302253464,0.000819861665155313,0.0100289403006007
"ENSG00000149257",11.0319731988286,2.44649812103761,0.863488358619842,0.000854312986780552,0.0103442702764833
"ENSG00000167778",6.74430658528106,-2.44246184294163,1.13572498463579,0.00492463462534711,0.0389088242522558
"ENSG00000112715",14.2644562358166,2.43049782019547,0.736493534127203,0.000188506840733918,0.00321946289329814
"ENSG00000008988",19.3493366915138,2.42943613947701,0.626563566569837,2.09927860679705e-05,0.000556386581860728
"ENSG00000137818",46.1586015678739,2.41926614346619,0.401790915216762,3.56685715315784e-10,4.81593014867878e-08
"ENSG00000158856",8.03581567916022,-2.40710510828382,1.00110459081144,0.00265043803774406,0.0247300856749522
"ENSG00000108797",8.03125772391014,-2.40439379206174,1.00288282528819,0.00269478666060741,0.0250440173289697
"ENSG00000160014",33.5100768079975,-2.39493795318963,0.45853354284574,3.3265419789709e-08,2.64883158084853e-06
"ENSG00000162734",26.2964916598473,-2.39159095790895,0.509488086520898,5.10876394978199e-07,2.7080233203437e-05
"ENSG00000187189",13.6944052116672,-2.38966350743279,0.746242271205448,0.000235863166620809,0.00379289173109778
"ENSG00000167552",21.9056157650542,-2.37968936342613,0.558814961465256,3.89966148308444e-06,0.000138148403826496
"ENSG00000182199",7.33882466951425,2.37337946035983,1.08317020397849,0.0050834873946413,0.0398002579825527
"ENSG00000154654",6.4901873939959,-2.37043929692334,1.13460767776264,0.0058430819496228,0.0431225716923009
"ENSG00000143924",7.34060080718186,2.37021559828861,1.08480451049611,0.00514215263669026,0.0401716640482047
"ENSG00000140612",8.95620567682077,2.36728847151867,0.960635065052266,0.00251110031787542,0.0236751434449493
"ENSG00000198626",6.48335046112078,-2.36424223662301,1.13848518320683,0.00599441908749871,0.0440378581596681
"ENSG00000165732",10.5735866841273,2.36335455672341,0.873437151605406,0.00127020897570542,0.0142726264376091
"ENSG00000143947",33.2373991894107,2.36137469505891,0.464967515672527,7.99232458794195e-08,5.77707825770834e-06
"ENSG00000166501",13.4283720944828,-2.35100365518005,0.749906111877836,0.000299276845788657,0.00462554019106615
"ENSG00000092445",7.76574364449977,-2.33717601944802,1.00752242664846,0.00336046406905678,0.0297249454612736
"ENSG00000112379",7.77232915739618,-2.33402426001392,1.01146392129922,0.0034487153580119,0.0303928658890802
"ENSG00000179364",7.76827404210352,-2.33306531747349,1.01139427409148,0.00345673364581262,0.0304260590029952
"ENSG00000119138",9.05244336315013,-2.32082567718253,0.912742667081077,0.00188006727276631,0.0192747298050369
"ENSG00000134001",8.73208131358592,2.31225883335789,0.966926433944422,0.00307223778747004,0.0280062848498542
"ENSG00000156508",145.988785051573,2.29268231499962,0.226909037022706,1.14577077417689e-24,6.83261305000819e-22
"ENSG00000143847",11.6121689347006,-2.29106751207735,0.791134577667106,0.000672004833900195,0.00863210901202389
"ENSG00000182899",28.8802230231392,2.28974535231364,0.497083318007037,8.63009809985583e-07,4.11713213350455e-05
"ENSG00000083845",24.2453998272126,2.28728422390301,0.55316269910549,7.24950460959247e-06,0.000228535043992263
"ENSG00000149269",14.1863226319375,-2.28414088512205,0.698488605498723,0.000199572231286321,0.0033445875575759
"ENSG00000225630",30.099751096205,-2.28295616262571,0.468643385181052,2.20053562792486e-07,1.29074040601888e-05
"ENSG00000198888",361.458301530346,-2.28209958219018,0.142988399994989,4.85864774240647e-58,1.73842416223304e-54
"ENSG00000148303",39.5305064666786,2.27931513385574,0.42131191832272,1.3612518758044e-08,1.25753894555306e-06
"ENSG00000065978",28.6505188269228,2.27700364964426,0.49606104959441,9.42220308595536e-07,4.40688139105206e-05
"ENSG00000149273",50.4193423991391,2.27606594186659,0.382232941226184,5.5234560392606e-10,6.93435989771033e-08
"ENSG00000089597",25.6332956626482,2.27380737957625,0.541255406373902,5.43182881218631e-06,0.000180791474325606
"ENSG00000163644",7.50731791794324,-2.26650705610362,1.01359442808503,0.0042316981361736,0.034294486820451
"ENSG00000142937",52.0036953408342,2.26605491220763,0.50013116541686,1.0154042889311e-06,4.71833317635778e-05
"ENSG00000112118",8.5069350726196,2.26251351100683,0.967859365098471,0.00359700715922766,0.0308635290544762
"ENSG00000213190",7.50250854271444,-2.2553565142034,1.02262056799756,0.00452516912525608,0.0361735470947204
"ENSG00000072274",22.1731683827234,2.2544887684031,0.562241543209736,1.2863015897585e-05,0.000372662922117887
"ENSG00000102054",8.50971689020207,2.2537196955518,0.975062874821143,0.00380896824098422,0.0318809639644534
"ENSG00000164830",11.3496880928514,-2.25064766200791,0.789767397772786,0.00079233004283208,0.00979259721330979
